epoch	dice_coef	loss	val_dice_coef	val_loss
0	0.8976646676482428	0.06073685712682654	0.9025055680234554	0.05887563693755448
1	0.9008480581994849	0.05884038722611508	0.9035657086109711	0.058329574317844995
2	0.9007209921254397	0.058911174922136586	0.9034179965570822	0.05838383546975141
3	0.9008661982917758	0.058822128682916766	0.903762996954433	0.05809335239720925
4	0.9011767766679559	0.058682266385599965	0.9028373705381054	0.05878023992458327
5	0.9018766989014624	0.05825535693703656	0.9030858460119215	0.058501721720874186
6	0.9015068354993385	0.05847754059895057	0.9040754683694597	0.0578372093623946
7	0.9020029029365431	0.05818651601090946	0.9040007371518571	0.05797103847479606
8	0.9019000611980335	0.058217988262362054	0.9037432433184931	0.05834555135984605
9	0.9020974161012879	0.05813345020075886	0.9038361329901017	0.058139216249524533
10	0.901958769492595	0.0582026516775986	0.904236492969222	0.05772630275834857
11	0.9020046266331828	0.058181235177464874	0.9038021003795882	0.05821482040840438
12	0.9022337128534245	0.05804256668592324	0.9046136212803549	0.057736888707426014
13	0.9020533306014835	0.058190646005651984	0.9050406532014831	0.05727525133544863
14	0.9025369714384637	0.057859875971530424	0.9050251085121753	0.05734551848520099
15	0.902715082059324	0.05778662325531734	0.9045161952154112	0.05780628704371215
16	0.9016606205966932	0.058378090916174456	0.9043457941231081	0.05774372775044482
17	0.9036060818861166	0.057209847758182907	0.904574966910532	0.057712783291146666
18	0.9022686590227239	0.058008617332396234	0.9042123816276001	0.05790131566927658
19	0.9026736177166688	0.057756014253318194	0.9050916607602167	0.05749656275996023
20	0.9029121146339544	0.057641295227377175	0.9043849816514273	0.05778900950444641
21	0.9029851918360949	0.057616526998333854	0.9053807810454045	0.057317354722279994
22	0.9029559419444853	0.05759384413877873	0.904589653899104	0.057725254262765965
23	0.902633850921155	0.05778112987866502	0.9040144680667732	0.058085702310347834
24	0.9034697504306501	0.057297674304415847	0.9051559480317568	0.057409135958227185
25	0.9029712289105941	0.05761122985202807	0.9050491284263336	0.05742098466824677
26	0.903122725651693	0.057475742168556825	0.9047396542914843	0.05760731833979046
27	0.903030884529445	0.057593136941751624	0.9048430870397616	0.05750470549673221
28	0.903258544257338	0.057413849176518296	0.9049213452864502	0.05755359290159797
29	0.9027019113452708	0.05775366733054692	0.904113288905661	0.05792778637852141
30	0.9035628594012816	0.05723722326867872	0.9049098340131468	0.05739402889779185
31	0.9030985341262326	0.0575383660267257	0.9055891374157647	0.057116605100711274
32	0.9040332618683556	0.056974273162107236	0.9060641153384064	0.05686101562864447
33	0.903435882684444	0.05734303707467829	0.9035002514719963	0.0581782930254368
34	0.9030774850104916	0.05756834378703829	0.9049156655446958	0.05751424981478476
35	0.9032902336335397	0.057425326410024166	0.9052079247973733	0.057361042034275576
36	0.9036823528299543	0.057193787432192014	0.9045467130460981	0.057604536881780855
37	0.903508409229162	0.05724714734064142	0.9050280403787807	0.05745609489395836
38	0.9039345608041305	0.057029803458064146	0.9054201242782302	0.05738637768821317
39	0.9037530130320474	0.05714128529988492	0.9054894130361282	0.05716279735670315
40	0.9035936344876349	0.05720639139021453	0.9059179266125469	0.05692153500385141
41	0.9041153556819376	0.056916811559692894	0.9051694201968484	0.05741307289552701
42	0.9040336672758688	0.05699545197042424	0.905251751890627	0.05730936944216364
43	0.9039216070629265	0.057026309626464454	0.9052385518611488	0.057480783468128134
44	0.9035841166410772	0.05722185392345265	0.9053912265068393	0.057297917929383275
45	0.9032253190173325	0.05745080133494589	0.9054632996351032	0.05720661468882808
46	0.9040570085319799	0.056970006229471674	0.9040466333597393	0.058089261432572946
47	0.9036023830528656	0.05726573739203603	0.9052192854174113	0.057350833359632196
48	0.904027603196598	0.056996578696468986	0.9058570683760158	0.05693303642131514
49	0.9033112207588235	0.0573734179632966	0.9060915664343511	0.05675036104206564
50	0.9036759036191442	0.057209150963652734	0.9056226627553924	0.05709314197538642
51	0.9040007415674585	0.05701810430629461	0.9050309934605987	0.05749598448559389
52	0.9044679664895956	0.056676918815452934	0.9057050404154648	0.05717578995972872
53	0.9036524116756743	0.05720492877346857	0.9052623338618521	0.05742818351748194
54	0.9028137607567365	0.057693976935525526	0.904791566653777	0.057450947341888006
55	0.9041168134532057	0.056920575608118154	0.9061468425443617	0.05691762103194024
56	0.9039303104537573	0.05700892223518207	0.905940774638774	0.05688718847448985
57	0.9039496669227617	0.05699977899308858	0.9046379447741023	0.05788728039932706
58	0.9039054730144691	0.05706817017054062	0.906129478650578	0.05675229938085175
59	0.9043117511915346	0.056799967615530925	0.9066584324937755	0.05654260053267797
60	0.9044943616555262	0.05671594312848386	0.9056606355865123	0.057177871428193305
61	0.9045574185364358	0.05662903398768773	0.9064852875673165	0.05669366050377425
62	0.904509826746131	0.05669792255722849	0.9060376265038879	0.05676218248722222
63	0.9041639464228757	0.05692341852221923	0.9054865484773102	0.057309316382427714
64	0.9044435031047946	0.056741086393115134	0.9062219061336275	0.056690523862617755
65	0.9046928385291994	0.056590340799989994	0.9063950566164518	0.0566451095648394
66	0.9044208402836158	0.05674036054018553	0.9065876774868723	0.05671573702198595
67	0.9046597599345335	0.05659200621240925	0.9066292987031451	0.05650349812369036
68	0.9047606350890647	0.05655159001766008	0.9048746351973486	0.05751254114764348
69	0.9041022209421788	0.05694070712095514	0.9061975741790513	0.05674520135517785
70	0.9051432387750794	0.05632447407491304	0.9053540621268548	0.05727504591765356
71	0.9049083721548759	0.056426800726298694	0.905984616633189	0.05691340014188535
72	0.9048473649550519	0.05651786725816971	0.9061266211634975	0.05674882216963096
73	0.9048852752393196	0.05648907059232758	0.90535364843021	0.057141179848320275
74	0.904535543314062	0.056663749627456496	0.9068083062262858	0.05645743703224965
75	0.9051429340349273	0.05631313471225156	0.9064882592124454	0.05664065149533799
76	0.9044898420105262	0.05669801144142152	0.9064407482490702	0.05660260086523969
77	0.9047181544063418	0.056559018378857406	0.9065359089586694	0.05645312156559805
78	0.9053070972204683	0.05620313348466561	0.905852865364592	0.05708048790811671
79	0.904507258812425	0.05668122770551349	0.9063433133444544	0.056674954317652196
80	0.9044582936285162	0.05673978748365969	0.9064862274770009	0.05651866109110415
81	0.9048637972569457	0.05649520737579688	0.9058971359568128	0.057002930187667576
82	0.9055044817096214	0.056135890615826696	0.9064127011066776	0.056703824275646804
83	0.9050181505558311	0.05639497897298284	0.9050913651363325	0.05738663704379193
84	0.9054965984482956	0.056122973044432964	0.9046054161706213	0.05765401886507743
85	0.9054768196317445	0.0561305676125096	0.9063672314761049	0.05659038557521052
86	0.9054402290524168	0.056137855019156524	0.9045632957654485	0.05778305205887468
87	0.9054496139096171	0.05615226710586781	0.905650785287558	0.05703618212689851
88	0.9046653564277969	0.05661291858857463	0.9060658932489863	0.05698461963211076
89	0.9050886921259521	0.056320362600358574	0.9051716327667236	0.057389023106040084
90	0.905411815170176	0.056198558149307125	0.9051233514890833	0.05751929387560714
91	0.9054694338871309	0.056135170235763775	0.9053189605474472	0.0572399251711539
92	0.9057207642895836	0.05596311531195238	0.9056469716005406	0.05724510725516573
93	0.9046307898553826	0.05661015512591427	0.9062831745309344	0.05677408817760899
94	0.9055260095162075	0.05608801260878019	0.9058208115777727	0.056982925795097596
95	0.905394567465327	0.05615239997572232	0.9070523904036667	0.05646104293962215
96	0.9060195873950598	0.05578035408982168	0.9059695573681492	0.05702821619934955
97	0.9045682278425428	0.05666329564660406	0.9066241124676446	0.0566883211939643
98	0.9054298818115016	0.05617687048069806	0.9061756048162105	0.0568511400498071
99	0.9058601859948662	0.055857607065787206	0.9068955530302	0.05650178467760147
100	0.905633714043385	0.0560503029842008	0.9064906857023804	0.05663732956637139
101	0.9056869009977142	0.055986585795514986	0.905629561235339	0.05718705079802391
102	0.904744515515216	0.056608234014592834	0.9061969951805422	0.05680077125799795
103	0.9060962563497169	0.055733838542949825	0.9066067348092289	0.05655652225822589
104	0.9051578873500354	0.056290923595504604	0.9070333643990048	0.05644171636638437
105	0.9056316995716169	0.05601178536243328	0.9064454061247534	0.056662442040298196
106	0.9058953562364315	0.055896990610005685	0.9069515299999108	0.056368557310079115
107	0.9054467672686454	0.05615095468231439	0.9063512251033621	0.0565428399812367
108	0.9052028149250673	0.056314717398886015	0.9069777446783195	0.05634078894094643
109	0.9056569814120864	0.05602487381569796	0.9065471776461197	0.05669375521651769
110	0.9055362598076998	0.0560715148444136	0.906533032908278	0.05666718005115892
111	0.9056271882667811	0.05605217232159129	0.9063338877285941	0.05680971601741167
112	0.9056785435303695	0.05597082456224434	0.9065591290088023	0.05669603165104922
113	0.9053417168837465	0.0562184872407909	0.9061195442484598	0.056721488958998124
114	0.9055662974911572	0.056066093775308	0.9064498927633641	0.056715963145923184
115	0.9059999341246363	0.05578590953046535	0.9067507547847296	0.05648582593253735
116	0.905098940594929	0.056351965685181485	0.9063295521220919	0.056732199433007106
117	0.9060749912247095	0.055739881205553024	0.9069018543271695	0.05653361522521571
118	0.90621627077695	0.055648216726707465	0.9068348440578429	0.05652847683049297
119	0.9058442172893169	0.05590473963325981	0.9062871912778434	0.05671805452152897
120	0.9060570870330488	0.05576452234300289	0.9062764388272317	0.05675629953759075
121	0.9062334448701646	0.05567538543079723	0.9074002006801508	0.056280274115802754
122	0.9056529667764949	0.05600439418609437	0.9048109353851463	0.05769129740705682
123	0.9055779346077121	0.056065291866010544	0.9065829973857281	0.0566303753787336
124	0.905940734832452	0.055836058188166025	0.9070639561040926	0.05631056791802837
125	0.9055516346718051	0.056069250932944535	0.9066793147032544	0.056509021880752325
126	0.9065013919770928	0.055495643249690835	0.9061290535886409	0.05696255475740438
127	0.9062632382334506	0.05561600143177906	0.9079837392447359	0.055820203670379466
128	0.9060592383661267	0.05577730403785956	0.9061236593682888	0.05682930027103146
129	0.9061122425869492	0.05575058428164721	0.9055927111688307	0.05727162584070495
130	0.9061306182777167	0.05574081960858474	0.9062274960895716	0.05669011179776073
131	0.9062781455564248	0.05566304079040659	0.9064379263732393	0.056631338476771646
132	0.9057801185964464	0.05589113533832468	0.9067738661068981	0.056468845621319645
133	0.9064745289456961	0.05550630711923562	0.9061994158615501	0.05686806026704104
134	0.9067091543817728	0.05542087806097036	0.9062629912869405	0.056854992747796165
135	0.9063458120822188	0.055608023891629714	0.9067772056086588	0.05652845640059055
136	0.9066537872698122	0.055460087360657176	0.9057118021330591	0.057054832127829226
137	0.9060214133899651	0.055779415406668156	0.9067406808420763	0.05653201471580098
138	0.9060028013513318	0.05579491000216267	0.9054490498314469	0.05712480993420517
139	0.9061535214514991	0.05571616645872045	0.9047809654878358	0.05776397903031528
140	0.9058110374167542	0.05589459450240143	0.9067860558881597	0.056387592251096866
141	0.9062028890192174	0.05566308386246917	0.9056159967588167	0.05718814941928169
142	0.9066549775069591	0.055421172225298874	0.9066510483369989	0.05653070393452515
143	0.9059863376879868	0.055874552786210514	0.9076594940181506	0.05605173482701688
144	0.9062983878757964	0.05564921838533483	0.9068979788887299	0.056348749205580584
145	0.9071717352926214	0.055089576696631816	0.9066996609760543	0.056727050260987955
146	0.9063922333032943	0.0555626174248384	0.9063769466543602	0.05671993076359316
147	0.9064232762970046	0.05554627907331069	0.9058988147367866	0.057086351455852266
148	0.9068440249413164	0.055294431382701965	0.9076817204891625	0.05607784209354639
149	0.906766557499959	0.05537011853921766	0.9077316935537225	0.056027674453601364


--------------------------------------------------------------------------------------------------------

0	0.9084259672970757	0.054384363425918014	0.9136076736248145	0.0523553996137738
1	0.9097663426652944	0.05357505398140954	0.9150539969993849	0.05156325168860287
2	0.9097856184796018	0.05356343634066437	0.914223066073353	0.05201621313966116
3	0.9098180859896704	0.05353073488017688	0.9156242169566073	0.05126134132555986
4	0.9104321366564005	0.053180060749110455	0.9145366789425834	0.05198256196888258
5	0.9109348065534995	0.052891531509429934	0.9147354134563672	0.05174683866888222
6	0.9109173330557861	0.052885658790298155	0.9153443864088947	0.051200550925618
7	0.9110767429378703	0.05277806003817906	0.9149431716335021	0.05149142445909585
